Lat,Lon,distance,distance [m]
55.70087,12.56481,6.320369250657083,6320.369250657083
55.70095,12.56475,6.330026700886546,6330.026700886547
55.70114,12.56447,6.357488846519804,6357.488846519804
55.70135,12.56428,6.383699591694775,6383.699591694775
55.70158,12.56399,6.415072555798556,6415.072555798556
55.70172,12.56386,6.432642201175414,6432.642201175414
55.70176,12.5638,6.438466021607894,6438.466021607894
55.70185,12.56372,6.449658791884757,6449.658791884757
55.70207,12.56356,6.476096287275406,6476.096287275406
55.70223,12.56348,6.494580164454013,6494.580164454013
55.70237,12.56338,6.511361135029447,6511.361135029447
55.70261,12.56328,6.53877364557983,6538.77364557983
55.70292,12.56326,6.5732668911848755,6573.266891184876
55.70306,12.56332,6.589281703264469,6589.281703264469
55.70332,12.56352,6.620791412973116,6620.791412973116
55.70342,12.56361,6.633259057131822,6633.2590571318215
55.70355,12.5638,6.6519854211236,6651.9854211236
55.7036,12.56388,6.659471107041734,6659.471107041733
55.70376,12.56456,6.705642222953147,6705.642222953146
55.70388,12.56448,6.719896025760189,6719.896025760189
55.70394,12.56465,6.732464363073579,6732.464363073579
55.7041,12.56484,6.753870965725955,6753.870965725955
55.70436,12.56522,6.7913234051652775,6791.323405165277
55.70443,12.56536,6.803050563475752,6803.050563475752
55.70448,12.56541,6.8094321566046725,6809.432156604673
55.70459,12.56557,6.825246775267247,6825.246775267246
55.70466,12.56564,6.834180996282251,6834.180996282252
55.70477,12.56584,6.85169180308193,6851.69180308193
55.7048,12.56594,6.858789881208092,6858.789881208092
55.70477,12.56609,6.8687624042261,6868.7624042260995
55.70452,12.56652,6.907474135042591,6907.474135042591
55.70442,12.56674,6.92518401258245,6925.18401258245
55.70437,12.56688,6.935569185279639,6935.569185279639
55.70401,12.56761,6.996350525473141,6996.350525473141
55.70392,12.56782,7.012881470477798,7012.881470477798
55.7039,12.56791,7.018943116438295,7018.943116438295
55.70366,12.56832,7.055984896659331,7055.984896659331
55.70352,12.56851,7.07558233732561,7075.58233732561
55.70329,12.56891,7.111390089084624,7111.390089084624
55.70311,12.56931,7.14346395049332,7143.46395049332
55.70303,12.56944,7.155525387044727,7155.525387044727
55.703,12.56952,7.161546455084327,7161.546455084327
55.70293,12.56963,7.171942994382593,7171.942994382593
55.70284,12.56988,7.190531097321636,7190.5310973216365
55.70268,12.57021,7.217808493661814,7217.808493661814
55.70256,12.5704,7.2356906668373275,7235.690666837328
55.70234,12.57091,7.275934595008823,7275.934595008823
55.70218,12.57124,7.303212191875465,7303.212191875465
55.7021,12.57145,7.319095167814478,7319.0951678144775
55.70204,12.57169,7.335546633488237,7335.546633488237
55.70197,12.57182,7.346813192368294,7346.813192368294
55.70181,12.57203,7.368941603527794,7368.9416035277945
55.70176,12.57215,7.378292884651179,7378.292884651179
55.70166,12.57231,7.393264576842726,7393.264576842726
55.70156,12.57254,7.411467189425744,7411.4671894257435
55.70146,12.57268,7.425630372922203,7425.630372922204
55.70128,12.57282,7.447483465735571,7447.483465735571
55.70122,12.5729,7.455828480038871,7455.828480038871
55.70103,12.57319,7.483695083904975,7483.695083904975
55.70078,12.57353,7.518718608008066,7518.7186080080655
55.7006,12.57383,7.546177159842569,7546.1771598425685
55.70042,12.57426,7.579741797526544,7579.741797526543
55.70024,12.57456,7.607200467899061,7607.200467899061
55.70009,12.57489,7.633767057010063,7633.767057010063
55.69994,12.57512,7.655810341266246,7655.810341266246
55.69989,12.57526,7.666196363307858,7666.196363307858
55.69975,12.57551,7.688281336400397,7688.281336400397
55.69966,12.57561,7.700088800555919,7700.088800555919
55.69961,12.57571,7.708465913039947,7708.465913039947
55.69958,12.57583,7.716692081128904,7716.692081128904
55.69945,12.57612,7.739912317455908,7739.912317455908
55.69943,12.57621,7.745974563435073,7745.974563435073
55.69931,12.57651,7.76902749627637,7769.02749627637
55.69938,12.57686,7.792299593442484,7792.299593442484
55.69949,12.57706,7.80981161182876,7809.81161182876
55.69962,12.5772,7.826720705597313,7826.720705597313
55.69965,12.57728,7.832742134545202,7832.742134545202
